OrderID,LineNo,ShipperID,CustomerID,ProductID,EmployeeID,ShipmentDate,Status
11365,1,3,80,29,1,10/6/2011 0:00,ordered
11365,2,3,80,39,1,10/6/2011 0:00,replaced
11365,3,3,80,18,1,10/6/2011 0:00,returned
11366,1,1,69,30,5,2/12/2012 0:00,ordered
11366,2,1,69,53,5,2/12/2012 0:00,replaced
11366,3,1,69,54,5,2/12/2012 0:00,returned
11367,1,2,48,62,1,1/10/2010 0:00,shipped
11367,2,2,48,68,1,1/10/2010 0:00,returned
11368,1,1,2,69,2,10/3/2010 0:00,returned
11368,2,1,2,70,2,10/3/2010 0:00,returned
11369,1,5,37,6,3,4/25/2010 0:00,replaced
11369,2,5,37,71,3,4/25/2010 0:00,replaced
11369,3,5,37,4,3,4/25/2010 0:00,replaced
11369,4,5,37,42,3,4/25/2010 0:00,ordered
11369,5,5,37,43,3,4/25/2010 0:00,ordered
11370,1,3,32,62,1,5/13/2009 0:00,shipped
11370,2,3,32,16,1,5/13/2009 0:00,ordered
11371,1,2,18,69,6,1/28/2012 0:00,replaced
11371,2,2,18,42,6,1/28/2012 0:00,replaced
11372,1,1,37,28,3,8/1/2010 0:00,replaced
11372,2,1,37,75,3,8/1/2010 0:00,ordered
11372,3,1,37,43,3,8/1/2010 0:00,returned
11372,4,1,37,53,3,8/1/2010 0:00,replaced
11373,1,2,63,36,7,1/15/2011 0:00,shipped
11374,1,4,73,58,3,6/5/2010 0:00,ordered
11374,2,4,73,32,3,6/5/2010 0:00,returned
11374,3,4,73,62,3,6/5/2010 0:00,replaced
11375,1,1,38,34,9,8/12/2010 0:00,replaced
11375,2,1,38,70,9,8/12/2010 0:00,returned
11376,1,4,23,41,6,11/22/2009 0:00,replaced
11376,2,4,23,62,6,11/22/2009 0:00,ordered
11377,1,4,48,1,1,6/9/2009 0:00,ordered
11378,1,1,73,41,9,11/30/2011 0:00,ordered
11378,2,1,73,76,9,11/30/2011 0:00,replaced
11379,1,2,80,17,1,3/1/2010 0:00,ordered
11379,2,2,80,76,1,3/1/2010 0:00,replaced
11379,3,2,80,28,1,3/1/2010 0:00,returned
11380,1,1,87,71,8,12/4/2010 0:00,shipped
11381,1,3,38,35,3,6/2/2011 0:00,replaced
11382,1,4,58,52,7,1/27/2012 0:00,replaced
11383,1,3,39,15,3,12/29/2008 0:00,shipped
11383,2,3,39,39,3,12/29/2008 0:00,replaced
11383,3,3,39,25,3,12/29/2008 0:00,replaced
11384,1,3,19,63,2,5/23/2010 0:00,ordered
11384,2,3,19,16,2,5/23/2010 0:00,replaced
11384,3,3,19,46,2,5/23/2010 0:00,ordered
11384,4,3,19,35,2,5/23/2010 0:00,replaced
11384,5,3,19,59,2,5/23/2010 0:00,shipped
11385,1,4,39,72,3,6/12/2009 0:00,returned
11385,2,4,39,31,3,6/12/2009 0:00,ordered
11385,3,4,39,6,3,6/12/2009 0:00,returned
11385,4,4,39,13,3,6/12/2009 0:00,ordered
11385,5,4,39,14,3,6/12/2009 0:00,replaced
11386,1,5,8,4,5,11/1/2010 0:00,ordered
11386,2,5,8,57,5,11/1/2010 0:00,returned
11386,3,5,8,75,5,11/1/2010 0:00,ordered
11387,1,3,19,30,3,3/15/2009 0:00,ordered
11387,2,3,19,2,3,3/15/2009 0:00,returned
11387,3,3,19,58,3,3/15/2009 0:00,replaced
11387,4,3,19,11,3,3/15/2009 0:00,returned
11388,1,1,28,65,5,7/28/2010 0:00,replaced
11388,2,1,28,68,5,7/28/2010 0:00,returned
11388,3,1,28,59,5,7/28/2010 0:00,shipped
11389,1,2,75,38,1,2/6/2009 0:00,returned
11389,2,2,75,30,1,2/6/2009 0:00,ordered
11389,3,2,75,19,1,2/6/2009 0:00,ordered
11389,4,2,75,56,1,2/6/2009 0:00,ordered
11390,1,1,46,72,3,3/20/2011 0:00,shipped
11390,2,1,46,26,3,3/20/2011 0:00,returned
11391,1,3,9,54,5,1/15/2011 0:00,ordered
11392,1,4,51,42,1,1/31/2012 0:00,shipped
11392,2,4,51,18,1,1/31/2012 0:00,replaced
11392,3,4,51,47,1,1/31/2012 0:00,shipped
11393,1,2,87,14,7,5/15/2011 0:00,ordered
11393,2,2,87,21,7,5/15/2011 0:00,shipped
11393,3,2,87,71,7,5/15/2011 0:00,shipped
11394,1,1,84,68,5,9/14/2010 0:00,ordered
11394,2,1,84,52,5,9/14/2010 0:00,ordered
11395,1,2,37,31,9,7/24/2010 0:00,replaced
11395,2,2,37,51,9,7/24/2010 0:00,replaced
11395,3,2,37,2,9,7/24/2010 0:00,replaced
11395,4,2,37,32,9,7/24/2010 0:00,returned
11396,1,4,60,4,4,2/23/2011 0:00,ordered
11397,1,1,25,72,8,8/26/2008 0:00,replaced
11397,2,1,25,37,8,8/26/2008 0:00,returned
11397,3,1,25,26,8,8/26/2008 0:00,replaced
11397,4,1,25,23,8,8/26/2008 0:00,ordered
11397,5,1,25,36,8,8/26/2008 0:00,ordered
11398,1,2,1,17,8,12/15/2008 0:00,returned
11398,2,2,1,30,8,12/15/2008 0:00,shipped
11399,1,3,51,17,1,3/5/2009 0:00,returned
11399,2,3,51,4,1,3/5/2009 0:00,replaced
11399,3,3,51,62,1,3/5/2009 0:00,returned
11400,1,1,32,41,1,7/8/2010 0:00,replaced
11400,2,1,32,43,1,7/8/2010 0:00,shipped
11400,3,1,32,18,1,7/8/2010 0:00,returned
11401,1,1,73,59,3,12/8/2011 0:00,replaced
11401,2,1,73,33,3,12/8/2011 0:00,ordered
11402,1,4,25,31,7,11/26/2011 0:00,replaced
11402,2,4,25,36,7,11/26/2011 0:00,shipped
11402,3,4,25,2,7,11/26/2011 0:00,ordered
11402,4,4,25,55,7,11/26/2011 0:00,replaced
11403,1,2,44,68,8,2/23/2009 0:00,shipped
11403,2,2,44,76,8,2/23/2009 0:00,ordered
11403,3,2,44,64,8,2/23/2009 0:00,ordered
11404,1,5,89,8,2,1/1/2009 0:00,shipped
11404,2,5,89,4,2,1/1/2009 0:00,returned
11405,1,5,63,8,7,12/21/2011 0:00,shipped
11405,2,5,63,19,7,12/21/2011 0:00,replaced
11405,3,5,63,42,7,12/21/2011 0:00,returned
11406,1,1,37,17,9,1/27/2011 0:00,replaced
11406,2,1,37,56,9,1/27/2011 0:00,shipped
11407,1,3,21,25,2,12/23/2008 0:00,returned
11407,2,3,21,39,2,12/23/2008 0:00,ordered
11407,3,3,21,75,2,12/23/2008 0:00,shipped
11407,4,3,21,40,2,12/23/2008 0:00,returned
11408,1,1,86,1,7,9/15/2011 0:00,ordered
11408,2,1,86,23,7,9/15/2011 0:00,returned
11409,1,4,1,54,7,11/22/2010 0:00,shipped
11410,1,2,37,50,3,2/21/2009 0:00,returned
11410,2,2,37,69,3,2/21/2009 0:00,returned
11411,1,4,42,44,1,12/7/2008 0:00,returned
11411,2,4,42,38,1,12/7/2008 0:00,replaced
11411,3,4,42,65,1,12/7/2008 0:00,returned
11411,4,4,42,41,1,12/7/2008 0:00,shipped
11412,1,5,28,54,5,3/12/2012 0:00,shipped
11412,2,5,28,24,5,3/12/2012 0:00,shipped
11413,1,3,59,11,5,2/25/2012 0:00,shipped
11413,2,3,59,38,5,2/25/2012 0:00,shipped
11414,1,5,58,1,7,6/4/2011 0:00,ordered
11414,2,5,58,29,7,6/4/2011 0:00,ordered
11415,1,1,37,57,3,6/28/2011 0:00,returned
11415,2,1,37,24,3,6/28/2011 0:00,returned
11416,1,1,86,31,7,3/23/2010 0:00,returned
11416,2,1,86,55,7,3/23/2010 0:00,replaced
11416,3,1,86,69,7,3/23/2010 0:00,replaced
11417,1,5,46,60,2,8/10/2008 0:00,ordered
11417,2,5,46,10,2,8/10/2008 0:00,ordered
11417,3,5,46,26,2,8/10/2008 0:00,returned
11418,1,1,82,36,1,6/7/2011 0:00,replaced
11418,2,1,82,34,1,6/7/2011 0:00,returned
11418,3,1,82,24,1,6/7/2011 0:00,shipped
11419,1,1,72,16,9,8/14/2010 0:00,ordered
11419,2,1,72,31,9,8/14/2010 0:00,ordered
11419,3,1,72,60,9,8/14/2010 0:00,shipped
11420,1,2,7,31,5,9/29/2010 0:00,returned
11421,1,4,1,47,7,2/13/2011 0:00,replaced
11422,1,2,82,52,1,12/31/2010 0:00,returned
11423,1,4,61,26,3,10/27/2010 0:00,returned
11423,2,4,61,77,3,10/27/2010 0:00,ordered
11423,3,4,61,35,3,10/27/2010 0:00,ordered
11424,1,4,63,18,7,10/23/2010 0:00,ordered
11424,2,4,63,42,7,10/23/2010 0:00,shipped
11425,1,2,32,35,1,11/4/2010 0:00,returned
11426,1,3,51,77,1,10/15/2010 0:00,shipped
11426,2,3,51,1,1,10/15/2010 0:00,ordered
11427,1,4,127,3,3,11/14/2010 0:00,shipped
11427,2,4,127,54,3,11/14/2010 0:00,replaced
11427,3,4,127,7,3,11/14/2010 0:00,returned
11428,1,3,44,26,8,12/30/2010 0:00,ordered
11428,2,3,44,15,8,12/30/2010 0:00,ordered
11429,1,1,44,69,7,2/18/2011 0:00,replaced
11429,2,1,44,20,7,2/18/2011 0:00,replaced
11429,3,1,44,76,7,2/18/2011 0:00,shipped
11430,1,2,80,58,1,1/23/2011 0:00,shipped
11430,2,2,80,52,1,1/23/2011 0:00,returned
11431,1,2,79,69,7,8/17/2010 0:00,returned
11431,2,2,79,61,7,8/17/2010 0:00,ordered
11431,3,2,79,35,7,8/17/2010 0:00,shipped
11432,1,3,89,63,3,9/21/2010 0:00,shipped
11432,2,3,89,75,3,9/21/2010 0:00,shipped
11432,3,3,89,56,3,9/21/2010 0:00,ordered
11433,1,1,59,57,4,3/18/2010 0:00,replaced
11433,2,1,59,65,4,3/18/2010 0:00,ordered
11433,3,1,59,24,4,3/18/2010 0:00,shipped
11434,1,3,32,27,1,10/11/2010 0:00,shipped
11434,2,3,32,71,1,10/11/2010 0:00,returned
11435,1,5,11,62,9,8/14/2010 0:00,returned
11436,1,3,59,54,4,3/12/2011 0:00,returned
11436,2,3,59,73,4,3/12/2011 0:00,replaced
11437,1,3,35,59,3,9/14/2010 0:00,ordered
11437,2,3,35,13,3,9/14/2010 0:00,ordered
11438,1,3,82,77,1,10/1/2010 0:00,replaced
11439,1,3,17,22,8,9/25/2010 0:00,replaced
11439,2,3,17,49,8,9/25/2010 0:00,shipped
11440,1,5,23,48,6,3/4/2011 0:00,shipped
11440,2,5,23,76,6,3/4/2011 0:00,ordered
11441,1,5,51,16,1,10/26/2010 0:00,replaced
11441,2,5,51,60,1,10/26/2010 0:00,shipped
11441,3,5,51,59,1,10/26/2010 0:00,returned
11441,4,5,51,71,1,10/26/2010 0:00,shipped
11442,1,5,81,62,2,2/3/2011 0:00,shipped
11442,2,5,81,55,2,2/3/2011 0:00,shipped
11442,3,5,81,4,2,2/3/2011 0:00,returned
11443,1,5,32,33,1,7/11/2010 0:00,replaced
11443,2,5,32,72,1,7/11/2010 0:00,shipped
11443,3,5,32,7,1,7/11/2010 0:00,returned
11443,4,5,32,17,1,7/11/2010 0:00,returned
11443,5,5,32,40,1,7/11/2010 0:00,ordered
11444,1,5,79,56,8,10/23/2010 0:00,shipped
11445,1,5,18,21,6,7/11/2010 0:00,shipped
11445,2,5,18,1,6,7/11/2010 0:00,ordered
11445,3,5,18,10,6,7/11/2010 0:00,ordered
11446,1,1,41,36,4,12/4/2010 0:00,ordered
11447,1,5,91,2,8,9/3/2010 0:00,replaced
11447,2,5,91,60,8,9/3/2010 0:00,shipped
11447,3,5,91,1,8,9/3/2010 0:00,ordered
11448,1,5,19,10,3,7/25/2010 0:00,ordered
11448,2,5,19,76,3,7/25/2010 0:00,shipped
11448,3,5,19,60,3,7/25/2010 0:00,shipped
11448,4,5,19,36,3,7/25/2010 0:00,shipped
11448,5,5,19,49,3,7/25/2010 0:00,replaced
11449,1,3,35,13,9,9/15/2010 0:00,returned
11449,2,3,35,75,9,9/15/2010 0:00,replaced
11450,1,4,19,11,3,8/24/2010 0:00,shipped
11450,2,4,19,21,3,8/24/2010 0:00,returned
11450,3,4,19,39,3,8/24/2010 0:00,replaced
11451,1,3,79,55,8,3/24/2011 0:00,ordered
11452,1,1,32,71,1,12/6/2010 0:00,ordered
11452,2,1,32,70,1,12/6/2010 0:00,returned
11452,3,1,32,56,1,12/6/2010 0:00,shipped
11452,4,1,32,38,1,12/6/2010 0:00,shipped
11453,1,2,32,59,1,10/24/2010 0:00,returned
11454,1,3,51,68,1,11/25/2010 0:00,shipped
11454,2,3,51,56,1,11/25/2010 0:00,shipped
11454,3,3,51,6,1,11/25/2010 0:00,replaced
11455,1,2,51,22,1,11/3/2010 0:00,replaced
11455,2,2,51,21,1,11/3/2010 0:00,shipped
11456,1,2,42,24,1,6/18/2010 0:00,replaced
11456,2,2,42,52,1,6/18/2010 0:00,returned
11457,1,3,1,70,8,9/17/2010 0:00,ordered
11457,2,3,1,71,8,9/17/2010 0:00,returned
11457,3,3,1,23,8,9/17/2010 0:00,returned
11457,4,3,1,19,8,9/17/2010 0:00,returned
11458,1,4,80,68,1,11/2/2010 0:00,shipped
11458,2,4,80,2,1,11/2/2010 0:00,ordered
11459,1,5,25,19,7,9/27/2010 0:00,shipped
11459,2,5,25,14,7,9/27/2010 0:00,replaced
11459,3,5,25,35,7,9/27/2010 0:00,shipped
11459,4,5,25,24,7,9/27/2010 0:00,returned
11459,5,5,25,21,7,9/27/2010 0:00,shipped
11460,1,1,19,29,3,2/26/2011 0:00,returned
11460,2,1,19,28,3,2/26/2011 0:00,returned
11460,3,1,19,44,3,2/26/2011 0:00,ordered
11461,1,5,2,14,3,3/1/2011 0:00,ordered
11461,2,5,2,42,3,3/1/2011 0:00,ordered
11461,3,5,2,60,3,3/1/2011 0:00,ordered
11462,1,4,5,53,9,12/16/2010 0:00,shipped
11462,2,4,5,71,9,12/16/2010 0:00,ordered
11462,3,4,5,60,9,12/16/2010 0:00,ordered
11463,1,2,1,73,7,8/29/2010 0:00,replaced
11463,2,2,1,62,7,8/29/2010 0:00,returned
11464,1,3,7,1,5,8/21/2010 0:00,returned
11465,1,5,30,64,4,11/30/2010 0:00,returned
11465,2,5,30,29,4,11/30/2010 0:00,ordered
11466,1,5,39,55,3,10/16/2010 0:00,returned
11466,2,5,39,76,3,10/16/2010 0:00,shipped
11467,1,2,44,75,8,10/6/2010 0:00,shipped
11468,1,5,86,2,7,12/17/2010 0:00,replaced
11468,2,5,86,33,7,12/17/2010 0:00,returned
11469,1,3,23,62,6,8/12/2010 0:00,ordered
11469,2,3,23,13,6,8/12/2010 0:00,returned
11469,3,3,23,12,6,8/12/2010 0:00,returned
11469,4,3,23,26,6,8/12/2010 0:00,returned
11470,1,1,23,7,6,12/22/2010 0:00,returned
11470,2,1,23,75,6,12/22/2010 0:00,returned
11470,3,1,23,18,6,12/22/2010 0:00,replaced
11470,4,1,23,51,6,12/22/2010 0:00,replaced
11471,1,1,49,5,6,7/20/2010 0:00,returned
11471,2,1,49,22,6,7/20/2010 0:00,returned
11471,3,1,49,4,6,7/20/2010 0:00,returned
11472,1,4,79,4,7,12/24/2010 0:00,ordered
11472,2,4,79,58,7,12/24/2010 0:00,replaced
11473,1,3,62,50,3,11/18/2010 0:00,shipped
11473,2,3,62,11,3,11/18/2010 0:00,ordered
11473,3,3,62,56,3,11/18/2010 0:00,returned
11474,1,4,47,65,2,10/18/2010 0:00,shipped
11474,2,4,47,72,2,10/18/2010 0:00,shipped
11474,3,4,47,45,2,10/18/2010 0:00,ordered
11475,1,3,70,18,3,9/30/2010 0:00,replaced
11476,1,4,86,69,8,9/20/2010 0:00,returned
11476,2,4,86,70,8,9/20/2010 0:00,returned
11477,1,4,35,2,9,10/3/2010 0:00,ordered
11477,2,4,35,40,9,10/3/2010 0:00,ordered
11478,1,2,73,61,3,11/11/2010 0:00,shipped
11478,2,2,73,21,3,11/11/2010 0:00,returned
11479,1,3,1,28,8,2/16/2011 0:00,returned
11479,2,3,1,39,8,2/16/2011 0:00,shipped
11479,3,3,1,46,8,2/16/2011 0:00,ordered
11480,1,1,32,46,1,10/2/2010 0:00,shipped
11480,2,1,32,43,1,10/2/2010 0:00,shipped
11480,3,1,32,18,1,10/2/2010 0:00,returned
11481,1,2,34,18,9,11/3/2010 0:00,ordered
11481,2,2,34,36,9,11/3/2010 0:00,shipped
11482,1,4,37,71,3,2/9/2011 0:00,ordered
11482,2,4,37,10,3,2/9/2011 0:00,ordered
11482,3,4,37,1,3,2/9/2011 0:00,returned
11482,4,4,37,77,3,2/9/2011 0:00,returned
11483,1,2,61,19,3,10/10/2010 0:00,ordered
11483,2,2,61,39,3,10/10/2010 0:00,ordered
11484,1,1,59,22,5,9/12/2010 0:00,ordered
11484,2,1,59,24,5,9/12/2010 0:00,replaced
11485,1,2,50,72,5,11/11/2010 0:00,ordered
11485,2,2,50,28,5,11/11/2010 0:00,replaced
11486,1,4,21,30,3,12/4/2010 0:00,shipped
11486,2,4,21,53,3,12/4/2010 0:00,shipped
11486,3,4,21,54,3,12/4/2010 0:00,shipped
11487,1,1,37,22,9,9/27/2010 0:00,ordered
11487,2,1,37,19,9,9/27/2010 0:00,shipped
11488,1,3,31,30,3,3/6/2011 0:00,shipped
11488,2,3,31,42,3,3/6/2011 0:00,returned
11489,1,4,25,60,7,6/23/2010 0:00,shipped
11489,2,4,25,16,7,6/23/2010 0:00,returned
11490,1,3,5,4,3,6/13/2010 0:00,shipped
11490,2,3,5,39,3,6/13/2010 0:00,returned
11490,3,3,5,54,3,6/13/2010 0:00,shipped
11491,1,2,23,41,6,1/12/2011 0:00,returned
11492,1,4,32,44,1,3/7/2011 0:00,shipped
11492,2,4,32,14,1,3/7/2011 0:00,returned
11492,3,4,32,47,1,3/7/2011 0:00,shipped
11493,1,5,32,47,1,12/13/2010 0:00,returned
11493,2,5,32,56,1,12/13/2010 0:00,shipped
11493,3,5,32,60,1,12/13/2010 0:00,replaced
11493,4,5,32,41,1,12/13/2010 0:00,ordered
11493,5,5,32,15,1,12/13/2010 0:00,ordered
11493,6,5,32,46,1,12/13/2010 0:00,ordered
11494,1,1,63,21,7,1/5/2011 0:00,ordered
11494,2,1,63,60,7,1/5/2011 0:00,shipped
11494,3,1,63,77,7,1/5/2011 0:00,returned
11494,4,1,63,40,7,1/5/2011 0:00,shipped
11495,1,1,62,40,2,9/6/2010 0:00,returned
11495,2,1,62,31,2,9/6/2010 0:00,shipped
11495,3,1,62,70,2,9/6/2010 0:00,returned
11496,1,4,19,20,9,11/6/2010 0:00,ordered
11497,1,5,37,58,3,11/1/2010 0:00,returned
11497,2,5,37,39,3,11/1/2010 0:00,ordered
11498,1,4,48,68,1,9/26/2010 0:00,replaced
11499,1,3,23,51,6,3/18/2011 0:00,ordered
11499,2,3,23,42,6,3/18/2011 0:00,replaced
11499,3,3,23,40,6,3/18/2011 0:00,returned
11500,1,2,79,65,8,10/27/2010 0:00,replaced
11500,2,2,79,10,8,10/27/2010 0:00,shipped
11500,3,2,79,56,8,10/27/2010 0:00,returned
11501,1,3,48,76,1,12/25/2010 0:00,replaced
11501,2,3,48,59,1,12/25/2010 0:00,returned
11501,3,3,48,51,1,12/25/2010 0:00,returned
11502,1,3,68,29,6,11/17/2010 0:00,ordered
11502,2,3,68,65,6,11/17/2010 0:00,returned
11503,1,2,20,69,5,11/12/2010 0:00,ordered
11503,2,2,20,71,5,11/12/2010 0:00,returned
11504,1,5,86,31,8,7/2/2010 0:00,ordered
11504,2,5,86,64,8,7/2/2010 0:00,returned
11504,3,5,86,55,8,7/2/2010 0:00,returned
11505,1,2,73,36,3,12/14/2010 0:00,returned
11506,1,4,25,75,7,1/27/2011 0:00,returned
11506,2,4,25,67,7,1/27/2011 0:00,shipped
11506,3,4,25,23,7,1/27/2011 0:00,replaced
11506,4,4,25,73,7,1/27/2011 0:00,shipped
11506,5,4,25,46,7,1/27/2011 0:00,returned
11507,1,1,26,62,7,9/18/2010 0:00,returned
11507,2,1,26,65,7,9/18/2010 0:00,ordered
11507,3,1,26,16,7,9/18/2010 0:00,returned
11508,1,4,5,71,3,12/6/2010 0:00,replaced
11508,2,4,5,38,3,12/6/2010 0:00,shipped
11509,1,4,19,16,9,7/20/2010 0:00,ordered
11509,2,4,19,43,9,7/20/2010 0:00,returned
11509,3,4,19,42,9,7/20/2010 0:00,replaced
11510,1,3,63,23,7,11/6/2010 0:00,replaced
11511,1,4,25,58,8,9/3/2010 0:00,ordered
11511,2,4,25,53,8,9/3/2010 0:00,replaced
11511,3,4,25,14,8,9/3/2010 0:00,ordered
11512,1,1,80,10,1,3/11/2011 0:00,ordered
11512,2,1,80,44,1,3/11/2011 0:00,returned
11512,3,1,80,19,1,3/11/2011 0:00,shipped
11513,1,2,3,33,9,10/12/2010 0:00,returned
11513,2,2,3,26,9,10/12/2010 0:00,returned
11514,1,4,37,54,9,5/15/2010 0:00,shipped
11514,2,4,37,33,9,5/15/2010 0:00,returned
11514,3,4,37,12,9,5/15/2010 0:00,replaced
11514,4,4,37,41,9,5/15/2010 0:00,returned
11515,1,5,7,59,5,10/12/2010 0:00,ordered
11516,1,2,42,16,1,8/12/2010 0:00,returned
11516,2,2,42,31,1,8/12/2010 0:00,returned
11516,3,2,42,42,1,8/12/2010 0:00,shipped
11517,1,2,32,64,1,6/16/2010 0:00,ordered
11517,2,2,32,21,1,6/16/2010 0:00,ordered
11517,3,2,32,19,1,6/16/2010 0:00,shipped
11518,1,2,3,66,3,11/6/2010 0:00,replaced
11518,2,2,3,33,3,11/6/2010 0:00,shipped
11518,3,2,3,75,3,11/6/2010 0:00,replaced
11519,1,3,18,52,6,11/27/2010 0:00,returned
11520,1,3,56,40,7,1/2/2011 0:00,replaced
11520,2,3,56,60,7,1/2/2011 0:00,replaced
11520,3,3,56,47,7,1/2/2011 0:00,shipped
11521,1,2,31,47,2,3/26/2011 0:00,replaced
11521,2,2,31,41,2,3/26/2011 0:00,returned
11521,3,2,31,10,2,3/26/2011 0:00,returned
11522,1,1,59,17,5,12/10/2010 0:00,shipped
11522,2,1,59,26,5,12/10/2010 0:00,returned
11523,1,2,37,36,3,1/19/2011 0:00,returned
11523,2,2,37,9,3,1/19/2011 0:00,returned
11523,3,2,37,29,3,1/19/2011 0:00,replaced
11524,1,4,127,34,3,7/7/2010 0:00,shipped
11524,2,4,127,28,3,7/7/2010 0:00,ordered
11524,3,4,127,10,3,7/7/2010 0:00,returned
11525,1,5,5,1,9,7/21/2010 0:00,ordered
11526,1,5,34,56,9,1/21/2011 0:00,returned
11526,2,5,34,77,9,1/21/2011 0:00,returned
11527,1,1,63,62,7,9/22/2010 0:00,returned
11527,2,1,63,44,7,9/22/2010 0:00,returned
11527,3,1,63,29,7,9/22/2010 0:00,replaced
11527,4,1,63,1,7,9/22/2010 0:00,shipped
11527,5,1,63,43,7,9/22/2010 0:00,replaced
11528,1,5,1,63,8,6/10/2010 0:00,shipped
11529,1,5,89,9,2,11/20/2010 0:00,shipped
11529,2,5,89,73,2,11/20/2010 0:00,returned
11529,3,5,89,54,2,11/20/2010 0:00,replaced
11529,4,5,89,69,2,11/20/2010 0:00,shipped
11530,1,5,63,70,7,12/20/2010 0:00,replaced
11530,2,5,63,59,7,12/20/2010 0:00,replaced
11530,3,5,63,7,7,12/20/2010 0:00,ordered
11531,1,1,37,24,9,10/18/2010 0:00,returned
11531,2,1,37,8,9,10/18/2010 0:00,ordered
11531,3,1,37,12,9,10/18/2010 0:00,ordered
11532,1,3,89,46,3,12/28/2010 0:00,replaced
11532,2,3,89,17,3,12/28/2010 0:00,returned
11533,1,3,47,35,3,7/29/2010 0:00,ordered
11533,2,3,47,19,3,7/29/2010 0:00,replaced
11533,3,3,47,58,3,7/29/2010 0:00,ordered
11533,4,3,47,70,3,7/29/2010 0:00,returned
11534,1,4,80,17,1,12/5/2010 0:00,ordered
11534,2,4,80,70,1,12/5/2010 0:00,ordered
11534,3,4,80,65,1,12/5/2010 0:00,shipped
11534,4,4,80,29,1,12/5/2010 0:00,returned
11534,5,4,80,11,1,12/5/2010 0:00,returned
11535,1,5,52,47,7,12/19/2010 0:00,replaced
11536,1,5,23,71,6,8/7/2010 0:00,ordered
11536,2,5,23,1,6,8/7/2010 0:00,shipped
11536,3,5,23,68,6,8/7/2010 0:00,ordered
11536,4,5,23,34,6,8/7/2010 0:00,returned
11537,1,1,37,76,9,1/18/2011 0:00,ordered
11537,2,1,37,71,9,1/18/2011 0:00,returned
11537,3,1,37,59,9,1/18/2011 0:00,shipped
11538,1,4,1,3,7,2/23/2011 0:00,returned
11538,2,4,1,76,7,2/23/2011 0:00,shipped
11539,1,4,24,73,8,11/13/2010 0:00,returned
11539,2,4,24,59,8,11/13/2010 0:00,replaced
11539,3,4,24,2,8,11/13/2010 0:00,replaced
11540,1,2,62,4,2,1/4/2011 0:00,returned
11540,2,2,62,24,2,1/4/2011 0:00,returned
11540,3,2,62,48,2,1/4/2011 0:00,returned
11541,1,4,35,32,9,7/27/2010 0:00,shipped
11541,2,4,35,31,9,7/27/2010 0:00,returned
11542,1,3,17,16,8,9/28/2010 0:00,shipped
11542,2,3,17,59,8,9/28/2010 0:00,ordered
11542,3,3,17,43,8,9/28/2010 0:00,ordered
11543,1,3,80,57,1,1/3/2011 0:00,replaced
11543,2,3,80,55,1,1/3/2011 0:00,shipped
11543,3,3,80,70,1,1/3/2011 0:00,returned
11544,1,2,79,36,8,2/18/2011 0:00,returned
11544,2,2,79,5,8,2/18/2011 0:00,replaced
11545,1,5,31,60,3,1/9/2011 0:00,returned
11545,2,5,31,8,3,1/9/2011 0:00,replaced
11545,3,5,31,51,3,1/9/2011 0:00,ordered
11546,1,4,27,47,6,1/7/2011 0:00,returned
11546,2,4,27,19,6,1/7/2011 0:00,replaced
11547,1,1,1,19,8,1/22/2011 0:00,returned
11547,2,1,1,41,8,1/22/2011 0:00,ordered
11547,3,1,1,53,8,1/22/2011 0:00,ordered
11548,1,3,37,56,3,3/5/2011 0:00,returned
11548,2,3,37,53,3,3/5/2011 0:00,returned
11549,1,1,19,10,9,12/18/2010 0:00,replaced
11549,2,1,19,45,9,12/18/2010 0:00,shipped
11549,3,1,19,26,9,12/18/2010 0:00,shipped
11549,4,1,19,46,9,12/18/2010 0:00,returned
11550,1,2,32,2,1,1/11/2011 0:00,returned
11550,2,2,32,17,1,1/11/2011 0:00,returned
11550,3,2,32,58,1,1/11/2011 0:00,replaced
11550,4,2,32,47,1,1/11/2011 0:00,replaced
11550,5,2,32,56,1,1/11/2011 0:00,replaced
11551,1,4,9,10,5,1/13/2011 0:00,ordered
11551,2,4,9,71,5,1/13/2011 0:00,ordered
11552,1,5,64,51,2,8/22/2010 0:00,returned
11552,2,5,64,21,2,8/22/2010 0:00,ordered
11552,3,5,64,61,2,8/22/2010 0:00,replaced
11553,1,1,25,21,8,3/15/2011 0:00,replaced
11553,2,1,25,69,8,3/15/2011 0:00,returned
11553,3,1,25,54,8,3/15/2011 0:00,shipped
11554,1,1,39,16,3,8/6/2010 0:00,ordered
11554,2,1,39,36,3,8/6/2010 0:00,returned
11554,3,1,39,12,3,8/6/2010 0:00,ordered
11554,4,1,39,62,3,8/6/2010 0:00,replaced
11555,1,3,45,30,1,11/27/2010 0:00,shipped
11555,2,3,45,54,1,11/27/2010 0:00,replaced
11555,3,3,45,18,1,11/27/2010 0:00,replaced
11556,1,1,32,71,1,9/16/2010 0:00,shipped
11556,2,1,32,35,1,9/16/2010 0:00,returned
11557,1,1,63,44,8,11/13/2010 0:00,returned
11558,1,5,37,2,9,9/30/2010 0:00,returned
11558,2,5,37,31,9,9/30/2010 0:00,returned
11558,3,5,37,68,9,9/30/2010 0:00,replaced
11558,4,5,37,75,9,9/30/2010 0:00,ordered
11559,1,1,89,26,2,12/27/2010 0:00,shipped
11560,1,4,51,61,1,1/4/2011 0:00,returned
