"OrderID","LineNo","ProductID","Quantity","UnitPrice","Discount"
"10868","2","35","30","6.24","0"
"10868","3","26","20","33.32","0"
"10869","1","1","40","21.5","0"
"10869","2","68","20","13.68","0"
"10869","3","11","10","29.95","0"
"10869","4","23","50","8.38","0"
"10870","1","51","2","107.62","0"
"10870","2","35","3","6.42","0"
"10871","1","16","12","9.63","0.05"
"10871","2","6","50","3.76","0.05"
"10871","3","17","16","24.06","0.05"
"10872","1","55","10","42.03","0.05"
"10872","2","62","20","30.93","0.05"
"10872","3","65","21","10.42","0.05"
"10872","4","64","15","32.57","0.05"
"10873","1","28","3","44.88","0"
"10873","2","21","20","10.27","0"
"10874","1","10","10","6.6","0"
"10875","1","19","25","8.55","0"
"10875","2","49","15","21.62","0"
"10875","3","47","21","24.42","0.1"
"10876","1","46","21","12.23","0"
"10876","2","64","20","35.86","0"
"10877","1","16","30","10.01","0.25"
"10877","2","18","25","25.78","0"
"10878","1","20","20","81.82","0.05"
"10879","1","40","12","17.53","0"
"10879","2","76","10","430.53","0"
"10879","3","65","10","10.9","0"
"10880","1","70","50","29.17","0.2"
"10880","2","23","30","8.31","0.2"
"10880","3","61","30","27.03","0.2"
"10881","1","73","10","1.19","0"
"10882","1","54","32","35.42","0.15"
"10882","2","49","20","19.95","0.15"
"10882","3","42","25","12.63","0"
"10883","1","24","8","4.35","0"
"10884","1","21","40","9.9","0.05"
"10884","2","56","21","41.18","0.05"
"10884","3","65","12","9.13","0.05"
"10885","1","24","12","4.56","0"
"10885","2","70","30","29.44","0"
"10885","3","77","25","13.69","0"
"10885","4","2","20","19.45","0"
"10886","1","77","40","13.58","0"
"10886","2","31","35","9.07","0"
"10886","3","10","70","6.74","0"
"10887","1","25","5","13.12","0"
"10888","1","68","18","11.56","0"
"10888","2","2","20","20.46","0"
"10889","1","38","40","87.79","0"
"10889","2","11","40","26.04","0"
"10890","1","34","10","8.03","0"
"10890","2","17","15","23.17","0"
"10890","3","41","14","9.12","0"
"10891","1","30","15","27.19","0.05"
"10892","1","59","40","8.34","0.05"
"10893","1","29","24","126.28","0"
"10893","2","24","10","4.7","0"
"10893","3","36","20","7.39","0"
"10893","4","8","30","20.11","0"
"10893","5","30","35","27.4","0"
"10894","1","13","28","23.23","0.05"
"10894","2","69","50","2.16","0.05"
"10894","3","75","120","8.45","0.05"
"10895","1","40","91","19.26","0"
"10895","2","24","110","4.59","0"
"10895","3","60","100","5.02","0"
"10895","4","39","45","64.3","0"
"10896","1","45","15","9.39","0"
"10896","2","56","16","36.17","0"
"10897","1","29","80","133.15","0"
"10897","2","30","36","26.27","0"
"10898","1","13","5","23.29","0"
"10899","1","39","8","64.27","0.15"
"10900","1","70","3","30.76","0.25"
"10901","1","71","30","30.67","0"
"10901","2","41","30","8.92","0"
"10902","1","55","30","42.44","0.15"
"10902","2","62","6","28","0.15"
"10903","1","13","40","25.74","0"
"10903","2","65","21","10.62","0"
"10903","3","68","20","12.77","0"
"10904","1","62","35","26.7","0"
"10904","2","58","15","44.69","0"
"10905","1","1","20","19.6","0.05"
"10906","1","61","15","24.22","0"
"10907","1","75","14","7.68","0"
"10908","1","7","20","40.38","0.05"
"10908","2","52","14","78.27","0.05"
"10909","1","16","15","9.88","0"
"10909","2","41","5","10.09","0"
"10909","3","7","12","40.47","0"
"10910","1","61","5","27.83","0"
"10910","2","49","10","20.27","0"
"10910","3","19","12","8.41","0"
"10911","1","67","15","62.39","0"
"10911","2","17","12","24.86","0"
"10911","3","1","10","21.93","0"
"10912","1","29","60","122.27","0.25"
"10912","2","11","40","25.5","0.25"
"10913","1","33","40","23.27","0.25"
"10913","2","58","15","51.63","0"
"10913","3","4","30","23.66","0.25"
"10914","1","71","25","30.03","0"
"10915","1","17","10","27.45","0"
"10915","2","54","10","37.08","0"
"10915","3","33","30","26.27","0"
"10916","1","16","6","10.11","0"
"10916","2","32","6","20.59","0"
"10916","3","57","20","19.08","0"
"10917","1","60","10","4.69","0"
"10917","2","30","1","26.2","0"
"10918","1","1","60","19.45","0.25"
"10918","2","60","25","5.01","0.25"
"10919","1","40","20","20","0"
"10919","2","16","24","10.09","0"
"10919","3","25","24","12.73","0"
"10920","1","50","24","14.87","0"
"10921","1","63","40","21.36","0"
"10921","2","35","10","5.59","0"
"10922","1","17","15","23.02","0"
"10922","2","24","35","4.75","0"
"10923","1","42","10","13.2","0.2"
"10923","2","67","24","63.97","0.2"
"10923","3","43","10","12.84","0.2"
"10924","1","28","30","46.8","0.1"
"10924","2","75","6","7.44","0"
"10924","3","10","20","6.89","0.1"
"10925","1","36","25","7.96","0.15"
"10925","2","52","12","84.91","0.15"
"10926","1","19","7","8.64","0"
"10926","2","72","10","12.1","0"
"10926","3","13","10","23.5","0"
"10926","4","11","2","27.49","0"
"10927","1","20","5","82.14","0"
"10927","2","76","20","364.25","0"
"10927","3","52","5","74.33","0"
"10928","1","76","5","363.64","0"
"10928","2","47","5","25.5","0"
"10929","1","75","49","7.63","0"
"10929","2","77","15","13.21","0"
"10929","3","21","60","9.27","0"
"10930","1","27","25","41.58","0"
"10930","2","21","36","10.73","0"
"10930","3","58","30","47.85","0.2"
"10930","4","55","25","39.76","0.2"
"10931","1","57","30","19.25","0"
"10931","2","13","42","27.03","0.15"
"10932","1","62","14","27.04","0.1"
"10932","2","75","20","7.82","0.1"
"10932","3","16","30","9.49","0.1"
"10932","4","72","16","11.43","0"
"10933","1","53","2","55.19","0"
"10933","2","61","30","25.49","0"
"10934","1","6","20","3.7","0"
"10935","1","23","8","9.12","0.25"
"10935","2","1","21","21.15","0"
"10935","3","18","4","24.69","0.25"
"10936","1","36","30","8.72","0.2"
"10937","1","34","20","7.71","0"
"10937","2","28","8","49.66","0"
"10938","1","13","20","22.63","0.25"
"10938","2","43","24","12.67","0.25"
"10938","3","71","35","32.27","0.25"
"10938","4","60","49","5.26","0.25"
"10939","1","67","40","59.21","0.15"
"10939","2","2","10","17.96","0.15"
"10940","1","7","8","38.57","0"
"10940","2","13","20","23.28","0"
"10941","1","62","30","27.28","0.25"
"10941","2","68","80","12.82","0.25"
"10941","3","72","50","12.53","0"
"10941","4","31","44","8.02","0.25"
"10942","1","49","28","19.71","0"
"10943","1","13","15","24.28","0"
"10943","2","46","15","12.39","0"
"10943","3","22","21","3.49","0"
"10944","1","44","18","72.73","0.25"
"10944","2","11","5","25.9","0.25"
"10944","3","56","18","40.4","0"
"10945","1","31","10","7.9","0"
"10945","2","13","20","27.17","0"
"10946","1","77","40","13.69","0"
"10946","2","10","25","6.7","0"
"10946","3","24","25","4.63","0"
"10947","1","59","4","8.28","0"
"10948","1","55","4","38.73","0"
"10948","2","51","40","100.76","0"
"10948","3","50","9","16.05","0"
"10949","1","6","12","4.05","0"
"10949","2","62","60","27.59","0"
"10949","3","17","6","27.36","0"
"10949","4","10","30","6.48","0"
"10950","1","4","5","22.86","0"
"10951","1","75","50","7.23","0.05"
"10951","2","33","15","23.72","0.05"
"10951","3","41","6","9.54","0.05"
"10952","1","28","2","44.55","0"
"10952","2","6","16","3.87","0.05"
"10953","1","20","50","83.9","0.05"
"10953","2","31","50","7.89","0.05"
"10954","1","16","28","9.78","0.15"
"10954","2","45","30","8.76","0"
"10954","3","31","25","8.42","0.15"
"10954","4","60","24","5.48","0.15"
"10955","1","75","12","7.86","0.2"
"10956","1","51","8","98.18","0"
"10956","2","21","12","10.01","0"
"10956","3","47","14","23.04","0"
"10957","1","64","8","34.89","0"
"10957","2","30","30","27.94","0"
"10957","3","35","40","5.94","0"
"10958","1","72","5","11.65","0"
"10958","2","5","20","6.17","0"
"10958","3","7","6","38.17","0"
"10959","1","75","20","7.24","0.15"
"10960","1","24","10","4.64","0.25"
"10960","2","41","24","9.58","0"
"10961","1","52","6","74.17","0.05"
"10961","2","76","60","388.91","0"
"10962","1","7","45","39.33","0"
"10962","2","69","9","1.94","0"
"10962","3","53","20","57.77","0"
"10962","4","13","77","23.72","0"
"10962","5","76","44","377.92","0"
"10963","1","60","2","4.78","0.15"
"10964","1","38","5","87.28","0"
"10964","2","18","6","25.4","0"
"10964","3","69","10","2.04","0"
"10965","1","51","16","97.07","0"
"10966","1","56","12","39.12","0.15"
"10966","2","62","12","28.64","0.15"
"10966","3","37","8","4.17","0"
"10967","1","19","12","9.31","0"
"10967","2","49","40","18.67","0"
"10968","1","12","30","9.63","0"
"10968","2","24","30","4.27","0"
"10968","3","64","4","30.34","0"
"10969","1","46","9","13.07","0"
"10970","1","52","40","76.23","0.2"
"10971","1","29","14","135.16","0"
"10972","1","33","7","25.33","0"
"10972","2","17","6","25.26","0"
"10973","1","41","6","8.71","0"
"10973","2","75","10","8.21","0"
"10973","3","26","5","30.84","0"
"10974","1","63","10","20.74","0"
"10975","1","8","16","19.78","0"
"10975","2","75","10","8.38","0"
"10976","1","28","20","42.34","0"
"10977","1","39","30","60.54","0"
"10977","2","63","20","21.68","0"
"10977","3","51","10","104.75","0"
"10977","4","47","30","26.99","0"
"10978","1","8","20","19.92","0.15"
"10978","2","40","10","18.29","0"
"10978","3","44","6","71.97","0.15"
"10978","4","21","40","10.02","0.15"
"10979","1","31","24","8.65","0"
"10979","2","7","18","41.68","0"
"10979","3","27","30","40.45","0"
"10979","4","24","80","4.12","0"
"10979","5","12","20","10.45","0"
"10979","6","63","35","19.92","0"
"10980","1","75","40","8.01","0.2"
"10981","1","38","60","79.94","0"
"10982","1","43","9","11.37","0"
"10982","2","7","20","37.32","0"
"10983","1","57","15","19.56","0"
"10983","2","13","84","22.63","0.15"
"10984","1","16","55","10.05","0"
"10984","2","36","40","8.75","0"
"10984","3","24","20","4.64","0"
"10985","1","18","8","27.87","0.1"
"10985","2","32","35","20.53","0.1"
"10985","3","16","36","9.38","0.1"
"10986","1","77","15","13.14","0"
"10986","2","20","15","80.78","0"
"10986","3","76","10","368.93","0"
"10986","4","11","30","28.52","0"
"10987","1","43","6","13.07","0"
"10987","2","72","20","12.47","0"
"10987","3","7","60","41.12","0"
"10988","1","7","60","39.93","0"
"10988","2","62","40","29.72","0.1"
"10989","1","41","4","9.34","0"
"10989","2","6","40","3.99","0"
"10989","3","11","15","25.71","0"
"10990","1","55","65","39.37","0.15"
"10990","2","21","65","10.39","0"
"10990","3","61","66","28.09","0.15"
"10990","4","34","60","7.49","0.15"
"10991","1","70","20","29.84","0.2"
"10991","2","2","50","18.08","0.2"
"10991","3","76","90","405.14","0.2"
"10992","1","72","2","12.8","0"
"10993","1","41","35","10.12","0.25"
"10993","2","29","50","125.88","0.25"
"10994","1","59","18","8.21","0.05"
"10995","1","51","20","99.79","0"
"10995","2","60","4","5.21","0"
"10996","1","42","40","14.21","0"
"10997","1","52","20","75.37","0.25"
"10997","2","46","20","12.62","0.25"
"10997","3","32","50","20.33","0"
"10998","1","74","20","31.66","0"
"10998","2","61","7","29.11","0"
"10998","3","75","30","7.69","0"
"10998","4","24","12","4.13","0"
"10999","1","51","15","98.47","0.05"
"10999","2","41","20","9.5","0.05"
"10999","3","77","21","12.04","0.05"
"11000","1","24","30","4.34","0.25"
"11000","2","77","30","12.42","0"
"11000","3","4","25","20.39","0.25"
"11001","1","46","25","13.14","0"
"11001","2","22","25","3.82","0"
"11001","3","7","60","42.81","0"
"11001","4","55","6","36.25","0"
"11002","1","42","24","12.86","0.15"
"11002","2","55","40","42.23","0"
"11002","3","35","15","5.8","0.15"
"11002","4","13","56","25.34","0"
"11003","1","1","4","19","0"
"11003","2","40","10","16.78","0"
"11003","3","52","10","80.1","0"
"11004","1","26","6","29.68","0"
"11004","2","76","6","396.24","0"
"11005","1","1","2","19","0"
"11005","2","59","10","8.85","0"
"11006","1","29","2","131.15","0.25"
"11006","2","1","8","21.94","0"
"11007","1","29","10","134.41","0"
"11007","2","8","30","20.55","0"
"11007","3","42","14","14.79","0"
"11008","1","71","21","29.4","0"
"11008","2","28","70","42.49","0.05"
"11008","3","34","90","8.16","0.05"
"11009","1","24","12","4.18","0"
"11009","2","36","18","8.38","0.25"
"11009","3","60","9","5.2","0"
"11010","1","24","10","4.47","0"
"11010","2","7","20","43.94","0"
"11011","1","58","40","45.98","0.05"
"11011","2","71","20","31.72","0"
"11012","1","60","36","4.57","0.05"
"11012","2","71","60","30.4","0.05"
"11012","3","19","50","9.01","0.05"
"11013","1","42","4","14.79","0"
"11013","2","68","2","12.51","0"
"11013","3","45","20","8.97","0"
"11013","4","23","10","9.14","0"
"11014","1","41","28","10.18","0.1"
"11015","1","30","15","28.36","0"
"11015","2","77","18","11.8","0"
"11016","1","31","15","8.19","0"
"11016","2","36","16","8.66","0"
"11017","1","3","25","21.53","0"
"11017","2","59","110","8.49","0"
"11017","3","70","30","31.76","0"
"11018","1","56","5","36.02","0"
"11018","2","18","10","27.56","0"
"11018","3","12","20","9.71","0"
"11019","1","49","2","21.77","0"
"11019","2","46","3","11.35","0"
"11020","1","10","24","7.14","0.15"
"11021","1","20","15","74.28","0"
"11021","2","51","44","101.27","0.25"
"11021","3","26","63","30.18","0"
"11021","4","2","11","17.8","0.25"
"11021","5","72","35","12.61","0"
"11022","1","69","30","2.07","0"
"11022","2","19","35","9.61","0"
"11023","1","43","30","11.91","0"
"11023","2","7","4","40.3","0"
"11024","1","71","50","28.6","0"
"11024","2","65","21","9.38","0"
"11024","3","26","12","33.44","0"
"11024","4","33","30","23.58","0"
"11025","1","13","20","25.4","0.1"
"11025","2","1","10","19.55","0.1"
"11026","1","18","8","26.86","0"
"11026","2","51","10","92.98","0"
"11027","1","24","30","4.79","0.25"
"11027","2","62","21","28.76","0.25"
"11028","1","55","35","36.77","0"
"11028","2","59","24","8.63","0"
"11029","1","63","12","18.14","0"
"11029","2","56","20","38.16","0"
"11030","1","59","100","7.84","0.25"
"11030","2","5","70","6.06","0"
"11030","3","2","100","19.42","0.25"
"11030","4","29","60","134.33","0.25"
"11031","1","71","16","28.77","0"
"11031","2","24","21","4.52","0"
"11031","3","64","20","32.4","0"
"11031","4","13","80","27.29","0"
"11031","5","1","45","21.45","0"
"11032","1","59","30","7.78","0"
"11032","2","36","35","7.48","0"
"11032","3","38","25","85.56","0"
"11033","1","53","70","55.35","0.1"
"11033","2","69","36","2.15","0.1"
"11034","1","21","15","10.84","0.1"
"11034","2","44","12","73.29","0"
"11034","3","61","6","24.26","0"
"11035","1","1","10","19.55","0"
"11035","2","54","10","37.3","0"
"11035","3","35","60","6.11","0"
"11035","4","42","30","13.32","0"
"11036","1","13","7","25.01","0"
"11036","2","59","30","8.26","0"
"11037","1","70","4","29","0"
"11038","1","52","2","77.61","0"
"11038","2","71","30","32.06","0"
"11038","3","40","5","17.77","0.2"
"11039","1","49","60","18.6","0"
"11039","2","35","24","6.16","0"
"11039","3","57","28","20.56","0"
"11039","4","28","20","47.9","0"
"11040","1","21","20","10.46","0"
"11041","1","63","30","20.35","0"
"11041","2","2","30","20.12","0.2"
"11042","1","61","4","28.54","0"
"11042","2","44","15","75.41","0"
"11043","1","11","10","28.28","0"
"11044","1","62","12","26.4","0"
"11045","1","51","24","102.55","0"
"11045","2","33","15","25.02","0"
"11046","1","35","18","6.31","0.05"
"11046","2","32","15","20.85","0.05"
"11046","3","12","20","9.32","0.05"
"11047","1","5","30","5.96","0.25"
"11047","2","1","25","19.31","0.25"
"11048","1","68","42","11.52","0"
"11049","1","12","4","9.22","0.2"
"11049","2","2","10","18.7","0.2"
"11050","1","76","50","383.81","0.1"
"11051","1","24","10","4.14","0.2"
"11052","1","61","10","27.92","0.2"
"11052","2","43","30","11.92","0.2"
"11053","1","18","35","25.45","0.2"
"11053","2","32","20","20.56","0"
"11053","3","64","25","36.14","0.2"
"11054","1","33","10","23.84","0"
"11054","2","67","20","54.53","0"
"11055","1","25","15","12.62","0"
"11055","2","51","20","97.08","0"
"11055","3","24","15","4.49","0"
"11055","4","57","20","19.37","0"
"11056","1","7","40","42.15","0"
"11056","2","60","50","5.38","0"
"11056","3","55","35","39.07","0"
"11057","1","70","3","28.7","0"
"11058","1","61","4","26.97","0"
"11058","2","21","3","10.3","0"
"11058","3","60","21","5.48","0"
"11059","1","60","35","5.19","0"
"11059","2","17","12","26.8","0"
"11059","3","13","30","27.08","0"
"11060","1","60","4","4.96","0"
"11060","2","77","10","13.11","0"
"11061","1","60","15","5.27","0"
"11062","1","70","12","27.68","0.2"
"11062","2","53","10","61.54","0.2"
"11063","1","41","30","9.62","0.1"
"11063","2","34","30","8.06","0"
"11063","3","40","40","19.96","0.1"
"11064","1","53","25","61.21","0.1"
"11064","2","17","77","26.89","0.1"
"11064","3","41","12","10.23","0"
"11064","4","55","4","39.76","0.1"
"11064","5","68","55","11.41","0"
"11065","1","30","4","24.6","0.25"
"11065","2","54","20","37.69","0.25"
"11066","1","16","3","9.36","0"
"11066","2","34","35","7.59","0"
"11066","3","19","42","9.81","0"
"11067","1","41","9","9.34","0"
"11068","1","28","8","46.86","0.15"
"11068","2","77","28","13.89","0.15"
"11068","3","43","36","11.21","0.15"
"11069","1","39","20","58.26","0"
"11070","1","2","20","20.17","0.15"
"11070","2","16","30","8.76","0.15"
"11070","3","31","20","8.45","0"
"11070","4","1","40","18.57","0.15"
"11071","1","13","10","26.07","0.05"
"11071","2","7","15","42.5","0.05"
"11072","1","2","8","20.2","0"
"11072","2","41","40","10.4","0"
"11072","3","50","22","15.81","0"
"11072","4","64","130","32.54","0"
"11073","1","11","10","28.93","0"
"11073","2","24","20","4.6","0"
"11074","1","16","14","9.72","0.05"
"11075","1","46","30","13.18","0.15"
"11075","2","2","10","17.1","0.15"
"11075","3","76","2","379.05","0.15"
"11076","1","14","20","24.93","0.25"
"11076","2","19","10","9.78","0.25"
"11076","3","6","20","3.82","0.25"
"11077","1","75","14","8.19","0"
"11077","2","23","14","9.47","0"
"11077","3","66","8","20.35","0"
"11077","4","4","3","23.6","0"
"11077","5","32","10","18.98","0"
"11077","6","55","5","42.11","0"
"11077","7","13","10","26.43","0"
"11077","8","73","5","1.21","0.01"
"11077","9","6","50","4.39","0.02"
"11077","10","46","8","11.63","0.02"
"11077","11","52","8","82.83","0"
"11077","12","7","15","40.04","0.05"
"11077","13","3","4","21.85","0"
"11077","14","12","10","10.73","0.05"
"11077","15","16","25","10.35","0.03"
"11077","16","10","15","6.57","0"
"11077","17","60","8","5.33","0.06"
"11077","18","77","10","11.98","0"
"11077","19","8","5","21.61","0.1"
"11077","20","41","8","8.72","0"
"11077","21","64","15","34.09","0.03"
"11077","22","14","50","24.74","0.03"
"11077","23","20","15","79.83","0.04"
"11077","24","2","24","18.93","0.2"
"11077","25","39","10","55.1","0.05"
"11078","1","3","25","19.5","0.05"
"11078","2","2","10","18.9","0.05"
"11079","1","13","10","25.5","0.05"
"11079","2","57","15","19","0"
"11080","1","14","100","23","0.05"
"11081","1","75","150","7.05","0.1"
"11082","1","3","35","19.55","0.07"
"11083","1","24","50","4.5","0.05"
"11083","2","51","3","99.9","0.03"
"11083","3","9","5","38.9","0"
"11083","4","47","5","25.5","0"
"11083","5","21","15","9.95","0"
"11083","6","62","5","24","0.04"
"11083","7","42","10","15.65","0"
"11083","8","22","15","3.5","0"
"11083","9","37","7","4.5","0"
"11083","10","33","3","25.5","0"
"11084","1","28","33","41.7583414112319","0"
"11084","2","29","39","134.754276919155","0"
"11084","3","54","31","36.4579006426087","0"
"11084","4","49","39","18.1545059284866","0"
"11084","5","38","11","80.1418703480595","0"
"11085","1","60","65","5.29075169134629","0.1"
"11085","2","39","64","68.5871750308575","0.1"
"11086","1","54","26","44.1756220366043","0"
"11086","2","51","22","130.834678807629","0"
"11086","3","25","55","17.9228852287707","0"
"11087","1","76","12","424.098523324419","0"
"11087","2","75","12","7.90288326357667","0"
"11087","3","31","19","9.11871145797308","0"
"11088","1","69","31","2.47026870651894","0"
"11088","2","71","5","35.8249212901503","0"
"11089","1","11","26","28.7798706587049","0"
"11090","1","65","4","9.2157973874731","0"
"11090","2","77","4","12.8435071046911","0"
"11091","1","77","8","12.4313066045063","0"
"11091","2","54","20","32.6463758123963","0"
"11091","3","65","17","8.22056185160956","0"
"11091","4","34","40","6.6044046331741","0"
"11092","1","28","12","57.0793154022655","0.1"
"11092","2","57","24","21.7038475460479","0"
"11092","3","21","5","12.6615797595504","0.1"
"11092","4","64","33","38.886561198847","0.1"
"11093","1","29","23","100.648948591966","0"
"11093","2","56","21","33.6863775980243","0.25"
"11094","1","64","33","34.1979562080511","0"
"11094","2","74","22","32.8107375258903","0.15"
"11094","3","1","17","21.6727788314398","0.15"
"11095","1","36","6","9.4559832009184","0.2"
"11096","1","38","45","86.3204201806406","0.25"
"11096","2","20","13","89.9752493645784","0.25"
"11096","3","60","78","5.86987717420317","0.25"
"11096","4","72","47","11.9058829476762","0.25"
"11097","1","71","49","31.3078604558877","0.2"
"11097","2","58","78","52.2651196726632","0.2"
"11098","1","58","17","57.0781817118113","0"
"11098","2","31","35","10.0830373355556","0"
"11099","1","54","9","39.7611849138827","0"
"11099","2","14","14","26.052928142359","0"
"11100","1","31","36","8.64550091666589","0.05"
"11101","1","28","20","39.3657848466027","0.15"
"11101","2","39","20","57.1463481818823","0.15"
"11102","1","71","7","32.796532690133","0"
"11103","1","65","22","10.8757213655633","0.1"
"11103","2","63","18","22.1320929789213","0.1"
"11103","3","41","9","10.1470480340706","0.1"
"11104","1","30","22","27.323582048148","0.1"
"11104","2","60","7","5.14124632815015","0.1"
"11104","3","70","37","29.0801745435993","0"
"11104","4","53","25","65.2938283675069","0.1"
"11105","1","74","13","30.2833508599381","0"
"11106","1","5","29","4.78282700483299","0"
"11106","2","74","46","23.1567122422608","0"
"11106","3","29","13","110.107145531191","0"
"11106","4","18","8","22.7907664038127","0"
"11106","5","33","55","23.3950025556688","0"
"11107","1","13","22","29.8853044308092","0"
"11107","2","56","22","47.1680969855246","0"
"11107","3","50","16","17.6138367978375","0"
"11108","1","20","28","93.5147908649662","0"
"11108","2","60","15","5.75076508382407","0"
"11109","1","68","9","15.1670861472325","0.2"
"11109","2","60","22","5.54459779301761","0.2"
"11109","3","7","11","40.145554761869","0.2"
"11110","1","34","12","8.97506951514545","0"
"11110","2","24","18","4.3499452484962","0"
"11111","1","28","7","52.5780237551597","0"
"11111","2","71","17","32.0824438783852","0"
"11111","3","59","13","9.81618755437311","0"
"11111","4","24","17","5.36736298068879","0"
"11112","1","53","36","66.0284080992126","0"
"11112","2","45","13","9.14870441890667","0.2"
"11112","3","52","18","86.9126919796133","0.2"
"11113","1","10","15","6.71719289245149","0"
"11113","2","55","14","39.7831850770942","0"
"11113","3","70","28","29.6702548614445","0"
"11113","4","62","19","33.6177994996624","0"
"11114","1","72","21","9.59047052395294","0.1"
"11114","2","31","52","7.9160830741586","0.1"
"11114","3","35","35","5.75077574379628","0.1"
"11114","4","46","39","9.49403983312709","0"
"11115","1","13","22","23.055920547422","0"
"11116","1","69","55","2.2659672365463","0"
"11117","1","25","7","13.1681020589127","0.25"
"11117","2","14","43","19.9347897327368","0.25"
"11117","3","31","32","7.35112493580079","0"
"11117","4","26","71","28.6922168301691","0.25"
"11117","5","2","25","17.5057223626461","0.25"
"11118","1","62","11","29.9390102031636","0"
"11118","2","13","11","30.3543620507516","0"
"11119","1","46","30","12.2120726267575","0.1"
"11119","2","53","76","69.7412340371453","0.1"
"11119","3","69","9","1.96528191153499","0"
"11120","1","72","25","11.2610521743382","0"
"11120","2","71","71","30.4849833953115","0"
"11120","3","23","47","8.83622707110478","0"
"11121","1","21","11","10.4161784758854","0.15"
"11121","2","51","20","98.151328831592","0.15"
"11122","1","35","27","6.46344304569153","0"
"11122","2","55","106","44.3427771520012","0.1"
"11123","1","71","27","24.176422482138","0"
"11123","2","68","54","11.572517486027","0"
"11123","3","77","13","10.4974271153462","0"
"11123","4","76","31","333.811189810315","0"
"11124","1","29","20","106.705077605604","0"
"11124","2","35","33","5.08745951592686","0"
"11124","3","49","28","18.9025435462455","0"
"11125","1","65","21","9.7336353380239","0"
"11125","2","30","19","28.0083745322608","0"
"11125","3","56","72","43.0385686138231","0"
"11125","4","71","62","32.6495781371464","0"
"11126","1","63","69","21.4114286923934","0"
"11126","2","23","64","10.2535194424503","0"
"11127","1","48","62","31.9851471186854","0.15"
"11127","2","16","18","10.1994735549688","0.15"
"11128","1","26","27","30.8217278022666","0.05"
"11128","2","42","37","12.1451960128589","0.05"
"11128","3","49","27","18.0043219876488","0.05"
"11129","1","3","53","19.2173815753212","0"
"11130","1","28","47","48.913379556565","0.1"
"11130","2","36","6","8.14189756877338","0.1"
"11130","3","21","33","10.8593075441381","0.1"
"11130","4","1","11","20.4167380658581","0"
"11130","5","40","2","19.5591524082335","0.1"
"11131","1","69","16","1.97284111276953","0"
"11131","2","11","33","23.8610925108428","0"
"11131","3","71","16","30.2284138274118","0"
"11132","1","37","10","4.60249788904795","0"
"11132","2","54","6","40.0252941422563","0"
"11132","3","62","33","36.5264564612964","0"
"11133","1","14","10","23.7761349458426","0"
"11133","2","21","10","10.6015638326458","0"
"11134","1","59","15","8.11702277203931","0"
"11134","2","33","47","22.609217935852","0"
"11135","1","59","9","8.45813507612062","0.2"
"11135","2","41","24","8.53200525145792","0.2"
"11135","3","44","39","63.454480614739","0.2"
"11136","1","14","24","28.0949533452806","0.1"
"11137","1","1","29","19.7232778001007","0"
"11137","2","62","48","28.510040304096","0"
"11137","3","76","17","389.54647101046","0"
"11138","1","33","47","26.5562693323454","0"
"11138","2","19","17","9.05444285643701","0.05"
"11139","1","17","2","25.2008703849645","0"
"11139","2","33","23","28.7247680082701","0"
"11140","1","19","18","8.21219129389077","0"
"11140","2","53","9","48.4326676309208","0"
"11140","3","57","18","16.4068725850227","0"
"11141","1","46","2","11.2647777959199","0.25"
"11141","2","77","40","11.871754729456","0"
"11141","3","38","57","70.7038866255799","0"
"11141","4","68","41","11.2112210076668","0.25"
"11142","1","47","58","24.8140252581067","0"
"11142","2","61","17","23.5080239287326","0"
"11142","3","2","63","18.7773968912222","0"
"11142","4","74","16","29.9025934007048","0"
"11143","1","60","52","4.56934392597884","0.05"
"11143","2","69","17","1.86158456243583","0.05"
"11144","1","70","7","30.4565111286342","0.1"
"11144","2","9","19","35.6118848644662","0.1"
"11144","3","13","2","26.0972591373187","0.1"
"11144","4","73","19","1.0485505903387","0.1"
"11145","1","53","17","63.7216181422459","0.15"
"11145","2","26","34","36.3179025762425","0"
"11145","3","77","11","13.7132569991273","0.15"
"11145","4","19","5","10.4188835388216","0.15"
"11146","1","26","2","25.6980541719231","0"
"11147","1","31","16","7.71352351600958","0"
"11147","2","59","23","8.94728605498121","0"
"11148","1","35","69","5.54041159320894","0.2"
"11148","2","68","34","12.4983699363921","0.2"
"11148","3","38","56","86.0510773575875","0.2"
"11149","1","55","10","31.2556147124373","0.25"
"11149","2","76","20","313.449412472703","0.25"
"11150","1","64","8","34.5845656821342","0"
"11150","2","56","6","37.6672835715681","0"
"11151","1","14","40","29.2678566173998","0"
"11152","1","46","18","11.7415645867475","0"
"11153","1","63","36","27.1824543626466","0.25"
"11153","2","50","41","21.433521485949","0"
"11154","1","59","83","9.34076215426695","0.2"
"11154","2","56","36","39.5563817864693","0"
"11154","3","21","59","11.1958200587359","0"
"11154","4","17","53","24.5958853921936","0.2"
"11155","1","17","48","28.4015162182218","0.25"
"11155","2","40","48","20.0389097479767","0.25"
"11155","3","47","29","30.2150935250219","0.25"
"11156","1","54","40","31.1341453610101","0"
"11156","2","26","10","27.4111877680171","0"
"11157","1","56","34","46.5292952007519","0"
"11158","1","76","16","405.016541188605","0.15"
"11158","2","11","5","24.5268307985313","0"
"11159","1","2","11","23.7678088167546","0"
"11159","2","72","11","14.9363786080353","0"
"11159","3","22","13","4.44535077620098","0"
"11160","1","56","36","41.3716304247935","0.1"
"11160","2","75","22","7.86674540386698","0.1"
