"OrderID","OrderDate","CustomerID","EmployeeID","ShipperID","Freight"
"11424","2010-10-01 00:00:00","63","7","4","22.7264706217185"
"11425","2010-10-15 00:00:00","32","1","2","73.4745988201411"
"11426","2010-09-30 00:00:00","51","1","3","64.5521165125446"
"11427","2010-10-23 00:00:00","127","3","4","54.2700173265468"
"11428","2010-12-11 00:00:00","44","8","3","72.420239044674"
"11429","2011-01-26 00:00:00","44","7","1","42.7265368924556"
"11430","2011-01-04 00:00:00","80","1","2","67.0867434631584"
"11431","2010-07-26 00:00:00","79","7","2","47.8009129487694"
"11432","2010-09-02 00:00:00","89","3","3","60.6398994796126"
"11433","2010-03-01 00:00:00","59","4","1","37.6093196911917"
"11434","2010-09-20 00:00:00","32","1","3","33.7445874175435"
"11435","2010-07-22 00:00:00","11","9","5","73.4313828697497"
"11436","2011-02-25 00:00:00","59","4","3","38.5872522705321"
"11437","2010-08-24 00:00:00","35","3","3","49.1567136017258"
"11438","2010-09-15 00:00:00","82","1","3","44.7685635074662"
"11439","2010-09-04 00:00:00","17","8","3","26.2231773002056"
"11440","2011-02-17 00:00:00","23","6","5","59.2309587872587"
"11441","2010-10-10 00:00:00","51","1","5","52.6331337212037"
"11442","2011-01-17 00:00:00","81","2","5","79.2772523704295"
"11443","2010-06-24 00:00:00","32","1","5","27.6019617231115"
"11444","2010-10-07 00:00:00","79","8","5","70.8647464886482"
"11445","2010-06-20 00:00:00","18","6","5","48.6668715813019"
"11446","2010-11-13 00:00:00","41","4","1","61.0910979076504"
"11447","2010-08-11 00:00:00","91","8","5","40.4162415167878"
"11448","2010-07-09 00:00:00","19","3","5","73.0685316044879"
"11449","2010-08-24 00:00:00","35","9","3","62.2807136481113"
"11450","2010-08-08 00:00:00","19","3","4","63.2893931770487"
"11451","2011-03-06 00:00:00","79","8","3","71.0314648725134"
"11452","2010-11-13 00:00:00","32","1","1","71.8326551300219"
"11453","2010-10-04 00:00:00","32","1","2","40.0675496080104"
"11454","2010-11-08 00:00:00","51","1","3","35.2488404111311"
"11455","2010-10-15 00:00:00","51","1","2","73.2601282151278"
"11456","2010-05-25 00:00:00","42","1","2","78.7076600706276"
"11457","2010-08-28 00:00:00","1","8","3","59.2004146534208"
"11458","2010-10-17 00:00:00","80","1","4","39.6792669227712"
"11459","2010-09-03 00:00:00","25","7","5","23.162119171966"
"11460","2011-02-07 00:00:00","19","3","1","58.0466133566858"
"11461","2011-02-06 00:00:00","2","3","5","22.2834051420124"
"11462","2010-11-23 00:00:00","5","9","4","25.2257474172281"
"11463","2010-08-05 00:00:00","1","7","2","63.6019819585858"
"11464","2010-07-30 00:00:00","7","5","3","61.4145719530495"
"11465","2010-11-12 00:00:00","30","4","5","56.8847726199578"
"11466","2010-09-23 00:00:00","39","3","5","55.5805069157449"
"11467","2010-09-12 00:00:00","44","8","2","32.4731053182279"
"11468","2010-11-29 00:00:00","86","7","5","62.5909983863132"
"11469","2010-07-22 00:00:00","23","6","3","37.6532923893875"
"11470","2010-12-02 00:00:00","23","6","1","47.4693925352296"
"11471","2010-06-27 00:00:00","49","6","1","43.040300099375"
"11472","2010-12-05 00:00:00","79","7","4","60.6408580565014"
"11473","2010-10-25 00:00:00","62","3","3","20.2396997287345"
"11474","2010-10-01 00:00:00","47","2","4","78.9051668986251"
"11475","2010-09-12 00:00:00","70","3","3","73.810200283779"
"11476","2010-09-04 00:00:00","86","8","4","49.3894218928222"
"11477","2010-09-18 00:00:00","35","9","4","41.5129382509989"
"11478","2010-10-26 00:00:00","73","3","2","45.2282411223494"
"11479","2011-01-25 00:00:00","1","8","3","62.1515471547894"
"11480","2010-09-15 00:00:00","32","1","1","26.607851962312"
"11481","2010-10-14 00:00:00","34","9","2","51.1668952313316"
"11482","2011-01-19 00:00:00","37","3","4","55.1873764722956"
"11483","2010-09-16 00:00:00","61","3","2","30.5694901690273"
"11484","2010-08-24 00:00:00","59","5","1","45.2101371957903"
"11485","2010-10-19 00:00:00","50","5","2","66.2622418109274"
"11486","2010-11-16 00:00:00","21","3","4","70.8001629150875"
"11487","2010-09-03 00:00:00","37","9","1","56.7093798173297"
"11488","2011-02-12 00:00:00","31","3","3","54.2016016666234"
"11489","2010-06-02 00:00:00","25","7","4","61.0945162090375"
"11490","2010-05-29 00:00:00","5","3","3","56.1810565425316"
"11491","2010-12-20 00:00:00","23","6","2","66.3710648695818"
"11492","2011-02-17 00:00:00","32","1","4","21.5081680406352"
"11493","2010-11-26 00:00:00","32","1","5","72.5854777285619"
"11494","2010-12-17 00:00:00","63","7","1","29.4530473603653"
"11495","2010-08-16 00:00:00","62","2","1","60.1312803680285"
"11496","2010-10-17 00:00:00","19","9","4","29.5611209332534"
"11497","2010-10-17 00:00:00","37","3","5","69.0632795910009"
"11498","2010-09-07 00:00:00","48","1","4","37.3818811277206"
"11499","2011-02-28 00:00:00","23","6","3","44.0801784204731"
"11500","2010-10-06 00:00:00","79","8","2","57.2666429899974"
"11501","2010-12-06 00:00:00","48","1","3","35.6640552264303"
"11502","2010-10-29 00:00:00","68","6","3","68.1745037744832"
"11503","2010-10-22 00:00:00","20","5","2","39.7985432221597"
"11504","2010-06-09 00:00:00","86","8","5","21.074062055504"
"11505","2010-11-23 00:00:00","73","3","2","31.246338309333"
"11506","2011-01-06 00:00:00","25","7","4","25.3314083959222"
"11507","2010-08-28 00:00:00","26","7","1","22.7273399075981"
"11508","2010-11-21 00:00:00","5","3","4","61.8685382799781"
"11509","2010-07-02 00:00:00","19","9","4","49.1956118743248"
"11510","2010-10-19 00:00:00","63","7","3","46.1817612877635"
"11511","2010-08-19 00:00:00","25","8","4","83.6888852822137"
"11512","2011-02-15 00:00:00","80","1","1","46.2973136357603"
"11513","2010-09-22 00:00:00","3","9","2","61.271112558161"
"11514","2010-04-30 00:00:00","37","9","4","81.9674975913954"
"11515","2010-09-26 00:00:00","7","5","5","65.8336534036637"
"11516","2010-07-23 00:00:00","42","1","2","73.751265486561"
"11517","2010-05-23 00:00:00","32","1","2","72.3707677080685"
"11518","2010-10-16 00:00:00","3","3","2","52.7266938156995"
"11519","2010-11-07 00:00:00","18","6","3","44.7685413163607"
"11520","2010-12-14 00:00:00","56","7","3","38.1626969539334"
"11521","2011-03-10 00:00:00","31","2","2","73.4177527711333"
"11522","2010-11-17 00:00:00","59","5","1","45.9898764604701"
"11523","2011-01-02 00:00:00","37","3","2","52.1528112715155"
"11524","2010-06-18 00:00:00","127","3","4","51.5985571333706"
"11525","2010-07-05 00:00:00","5","9","5","55.0991685058308"
"11526","2011-01-01 00:00:00","34","9","5","50.7219544326383"
"11527","2010-09-01 00:00:00","63","7","1","36.4622307968626"
"11528","2010-05-18 00:00:00","1","8","5","22.3142497671286"
"11529","2010-10-29 00:00:00","89","2","5","27.6219015320855"
"11530","2010-11-28 00:00:00","63","7","5","30.618900930154"
"11531","2010-09-27 00:00:00","37","9","1","36.903026502233"
"11532","2010-12-12 00:00:00","89","3","3","41.5777293650151"
"11533","2010-07-05 00:00:00","47","3","3","32.8471677357826"
"11534","2010-11-16 00:00:00","80","1","4","69.628293560765"
"11535","2010-12-02 00:00:00","52","7","5","68.9254220281126"
"11536","2010-07-18 00:00:00","23","6","5","58.7904778673709"
"11537","2010-12-30 00:00:00","37","9","1","36.9564584359456"
"11538","2011-02-07 00:00:00","1","7","4","61.1373871702053"
"11539","2010-10-26 00:00:00","24","8","4","55.7081660003151"
"11540","2010-12-14 00:00:00","62","2","2","59.3246117966637"
"11541","2010-07-07 00:00:00","35","9","4","51.2172848957985"
"11542","2010-09-05 00:00:00","17","8","3","43.9391648707643"
"11543","2010-12-11 00:00:00","80","1","3","74.4054489457146"
"11544","2011-02-03 00:00:00","79","8","2","25.3933621716652"
"11545","2010-12-20 00:00:00","31","3","5","22.6315505653951"
"11546","2010-12-22 00:00:00","27","6","4","22.3755244921581"
"11547","2011-01-05 00:00:00","1","8","1","51.653578394014"
"11548","2011-02-10 00:00:00","37","3","3","24.9845580884903"
"11549","2010-12-03 00:00:00","19","9","1","73.0217322465002"
"11550","2010-12-20 00:00:00","32","1","2","43.1942679532508"
"11551","2010-12-29 00:00:00","9","5","4","76.3901112682839"
"11552","2010-08-01 00:00:00","64","2","5","56.1500497850422"
"11553","2011-02-23 00:00:00","25","8","1","51.8646998511671"
"11554","2010-07-22 00:00:00","39","3","1","28.8207382217224"
"11555","2010-11-10 00:00:00","45","1","3","40.0973407546201"
"11556","2010-08-30 00:00:00","32","1","1","22.3451992281575"
"11557","2010-10-22 00:00:00","63","8","1","56.3975701811421"
"11558","2010-09-11 00:00:00","37","9","5","77.1271860716"
"11559","2010-12-04 00:00:00","89","2","1","39.4924745818996"
"11560","2010-12-18 00:00:00","51","1","4","27.1213829612447"
"11561","2010-11-25 00:00:00","21","3","5","72.7944944402096"
"11562","2011-02-10 00:00:00","19","3","5","61.6896460196"
"11563","2011-02-09 00:00:00","80","1","1","32.73190092591"
"11564","2010-12-02 00:00:00","62","3","1","29.1173697470141"
"11565","2010-08-19 00:00:00","47","2","3","65.4560108590759"
"11566","2010-07-23 00:00:00","80","1","3","83.1242573771665"
"11567","2010-06-18 00:00:00","44","7","4","40.1238515082634"
"11568","2011-01-12 00:00:00","1","7","5","44.7177612274119"
"11569","2010-02-13 00:00:00","5","9","2","49.5994123647943"
"11570","2010-11-06 00:00:00","31","9","2","32.4663798396349"
"11571","2010-12-03 00:00:00","17","7","4","45.6259879678283"
"11572","2010-12-08 00:00:00","37","9","5","62.8398512262002"
"11573","2010-11-07 00:00:00","19","3","5","68.8305141046071"
"11574","2010-09-22 00:00:00","74","4","2","42.9725288652568"
"11575","2011-02-18 00:00:00","19","9","1","68.4220557461139"
"11576","2010-07-08 00:00:00","89","3","5","23.6082760022285"
"11577","2010-11-28 00:00:00","4","9","5","69.8354230245095"
"11578","2010-04-28 00:00:00","37","3","5","36.040565344743"
"11579","2010-12-30 00:00:00","1","8","2","21.3890742538535"
"11580","2011-01-16 00:00:00","79","7","4","58.2308892951821"
"11581","2010-07-09 00:00:00","63","8","5","59.4140345484894"
"11582","2011-02-28 00:00:00","82","1","5","33.7556130150823"
"11583","2010-06-09 00:00:00","59","5","1","52.6949094642167"
"11584","2010-12-05 00:00:00","1","7","3","28.0334307618099"
"11585","2011-02-27 00:00:00","32","1","2","48.9473739902837"
"11586","2010-06-07 00:00:00","1","8","5","70.745475175898"
"11587","2010-07-15 00:00:00","37","3","4","30.6760433059838"
"11588","2010-08-16 00:00:00","53","2","1","47.090190373785"
"11589","2011-01-16 00:00:00","27","6","1","52.5234684195663"
"11590","2011-01-22 00:00:00","49","6","2","40.2808076368336"
"11591","2011-01-31 00:00:00","59","5","5","23.2419717833791"
"11592","2010-05-17 00:00:00","32","1","5","78.8813590317679"
"11593","2010-08-09 00:00:00","1","7","3","59.1137736403959"
"11594","2010-05-11 00:00:00","32","1","1","32.2482990102557"
"11595","2011-02-09 00:00:00","2","2","5","31.4707001643821"
"11596","2010-07-13 00:00:00","50","4","3","48.9032799678988"
"11597","2011-03-23 00:00:00","19","9","1","69.3147811791569"
"11598","2011-03-14 00:00:00","80","1","2","75.1975281494023"
"11599","2010-07-24 00:00:00","23","6","3","81.7007532091017"
"11600","2011-03-19 00:00:00","1","8","1","68.1170659709881"
"11601","2011-02-15 00:00:00","63","7","2","40.3665213853973"
"11602","2010-07-09 00:00:00","56","8","2","43.9982259432638"
"11603","2011-01-10 00:00:00","76","4","4","82.2640183294537"
"11604","2010-06-24 00:00:00","59","5","3","46.844699510778"
"11605","2011-02-09 00:00:00","19","3","4","42.0965577418325"
"11606","2011-03-08 00:00:00","34","3","2","67.8707662481803"
"11607","2011-01-06 00:00:00","20","5","2","71.1438661556205"
"11608","2011-01-05 00:00:00","44","8","3","21.6554436096861"
"11609","2010-05-15 00:00:00","59","5","2","63.2994831609162"
"11610","2010-07-14 00:00:00","24","8","5","37.0634910862627"
"11611","2011-03-28 00:00:00","73","3","2","54.40967772995"
"11612","2010-12-28 00:00:00","17","7","1","45.9645436513969"
"11613","2011-02-27 00:00:00","31","3","3","37.6132981055391"
"11614","2011-02-22 00:00:00","5","9","2","34.39520879298"
"11615","2010-07-05 00:00:00","82","1","3","33.4159192889109"
"11616","2010-12-30 00:00:00","46","3","1","24.9777470631178"
"11617","2011-03-23 00:00:00","44","8","4","25.3297377766461"
"11618","2010-09-20 00:00:00","12","9","5","38.3009672861388"
"11619","2010-07-26 00:00:00","34","3","2","71.5468979064104"
"11620","2010-11-05 00:00:00","49","6","2","35.4717002023679"
"11621","2011-01-25 00:00:00","33","9","2","60.9881592489902"
"11622","2010-12-22 00:00:00","62","3","4","25.8175277260258"
"11623","2011-02-27 00:00:00","73","9","2","23.7999401292726"
"11624","2011-01-29 00:00:00","63","8","4","75.3376884106898"
"11625","2010-08-14 00:00:00","23","6","4","34.6592798789249"
"11626","2011-01-22 00:00:00","31","3","4","72.1099309574421"
"11627","2011-04-08 00:00:00","25","8","2","50.7110379500306"
"11628","2010-09-25 00:00:00","91","8","1","25.0841389611309"
"11629","2011-01-17 00:00:00","17","8","1","67.9980279401308"
"11630","2011-01-23 00:00:00","19","3","5","66.448126255056"
"11631","2010-10-05 00:00:00","63","7","4","23.0713216591173"
"11632","2011-07-12 00:00:00","35","3","3","68.4596297569849"
"11633","2012-02-17 00:00:00","17","8","4","84.1909281736118"
"11634","2011-08-09 00:00:00","38","9","1","76.5398084077004"
"11635","2011-08-11 00:00:00","39","9","1","37.0830645334917"
"11636","2012-03-18 00:00:00","37","9","5","50.2261914635461"
"11637","2012-02-07 00:00:00","8","4","2","74.1917576596157"
"11638","2011-10-02 00:00:00","73","9","2","72.6043276761103"
"11639","2012-02-06 00:00:00","73","3","3","34.6864566834909"
"11640","2011-04-14 00:00:00","19","3","2","27.4684734499906"
"11641","2011-06-28 00:00:00","23","6","3","54.3441487508026"
"11643","2011-10-15 00:00:00","27","6","2","45.8407768089704"
"11644","2012-03-16 00:00:00","19","3","5","27.7664801462157"
"11645","2012-01-27 00:00:00","79","7","5","23.6024418671079"
"11646","2012-02-18 00:00:00","42","1","5","52.9124728111573"
"11647","2011-10-03 00:00:00","47","3","3","38.4705877317959"
"11648","2011-07-18 00:00:00","1","7","5","30.0542984437703"
"11649","2011-12-18 00:00:00","1","8","1","48.9220137060676"
"11650","2011-03-07 00:00:00","84","4","1","71.2671750472776"
"11651","2011-03-11 00:00:00","37","3","4","41.8725774061238"
"11652","2011-10-28 00:00:00","32","1","5","32.5439036486791"
"11653","2011-09-20 00:00:00","39","3","4","49.0225526970462"
"11654","2011-10-23 00:00:00","49","6","1","57.3448838468202"
"11655","2011-07-23 00:00:00","12","2","3","43.0754414353691"
"11656","2011-10-29 00:00:00","65","3","5","64.4756082156995"
"11657","2011-07-05 00:00:00","75","1","1","77.1815082778162"
"11658","2011-07-20 00:00:00","82","1","2","64.1382853551733"
"11659","2011-03-28 00:00:00","46","9","1","57.083697446007"
"11660","2011-04-01 00:00:00","17","7","4","25.1751641172154"
"11661","2011-09-14 00:00:00","17","8","5","66.7086407712834"
"11662","2012-01-21 00:00:00","7","4","2","69.1258531910329"
"11663","2011-04-23 00:00:00","17","7","1","54.5441539746841"
"11664","2011-03-15 00:00:00","59","4","2","74.8049114275704"
"11665","2011-03-11 00:00:00","38","9","4","63.99652099523"
"11666","2011-08-30 00:00:00","81","2","4","64.5248737092362"
"11667","2011-08-21 00:00:00","32","1","4","73.7038371064363"
"11668","2011-04-03 00:00:00","41","5","5","30.895158604351"
"11669","2011-05-30 00:00:00","56","8","5","69.0357402196859"
"11670","2011-09-25 00:00:00","81","3","1","66.2501690005801"
"11671","2011-01-23 00:00:00","1","7","2","45.9299336572792"
"11672","2011-09-28 00:00:00","42","1","1","79.0052435729618"
"11673","2011-02-12 00:00:00","5","9","3","25.914083632011"
"11674","2011-07-19 00:00:00","47","9","3","49.9058802422535"
"11675","2011-05-22 00:00:00","81","9","1","58.2962038430583"
"11676","2011-10-08 00:00:00","47","9","1","57.9135309723034"
"11677","2011-01-26 00:00:00","73","9","4","46.9205459609214"
"11678","2011-08-20 00:00:00","80","1","4","57.1071569051455"
"11679","2011-02-22 00:00:00","84","4","5","48.5923529646698"
"11680","2011-06-22 00:00:00","59","4","5","66.0419813009035"
"11681","2011-10-17 00:00:00","63","7","3","48.1849871239802"
"11682","2011-01-25 00:00:00","76","4","5","55.236065139684"
"11683","2011-09-21 00:00:00","80","1","4","29.9988562220846"
"11684","2012-03-11 00:00:00","16","3","2","68.4505973919021"
"11685","2011-02-26 00:00:00","39","9","5","40.7087479420647"
"11686","2011-05-11 00:00:00","84","4","3","54.1485754005877"
"11687","2011-12-26 00:00:00","42","1","5","27.9716869090401"
"11688","2011-04-07 00:00:00","1","8","3","67.8921986508111"
"11689","2011-04-03 00:00:00","6","8","1","51.3471807254732"
"11690","2011-04-10 00:00:00","20","5","5","74.9513321489853"
"11691","2011-09-16 00:00:00","32","1","3","45.9205568835815"
"11692","2011-02-14 00:00:00","3","9","4","37.7752425509153"
"11693","2011-10-22 00:00:00","5","3","4","42.0147254421429"
"11694","2011-03-06 00:00:00","40","5","3","77.5143039448767"
"11695","2011-06-16 00:00:00","25","8","1","58.9417554966749"
"11696","2011-04-18 00:00:00","26","7","2","50.8268200459227"
"11697","2011-06-01 00:00:00","89","3","5","42.3834422711948"
"11698","2011-04-07 00:00:00","44","7","4","79.225832873931"
"11699","2011-10-20 00:00:00","35","9","3","53.3545859680423"
"11700","2011-06-28 00:00:00","4","3","4","34.1386305536839"
"11701","2011-09-07 00:00:00","63","8","2","22.2112707676238"
"11702","2011-03-30 00:00:00","5","3","3","43.7541264673529"
"11703","2011-11-06 00:00:00","48","1","1","35.0685748334216"
"11704","2011-05-31 00:00:00","62","3","2","24.2508254712912"
"11705","2011-10-31 00:00:00","32","1","1","42.5985364482166"
"11706","2011-07-24 00:00:00","91","8","3","24.7529910439299"
"11707","2011-08-09 00:00:00","63","8","1","55.5633120824148"
"11708","2012-01-31 00:00:00","30","5","1","21.8855314445771"
"11709","2011-06-09 00:00:00","32","1","1","38.2020945714024"
"11710","2011-02-13 00:00:00","88","2","4","23.2917494733182"
"11711","2011-08-28 00:00:00","5","9","1","56.8007916212574"
"11712","2011-10-11 00:00:00","9","4","1","26.6452538292271"
"11713","2011-08-15 00:00:00","67","3","1","47.2558608954492"
"11714","2011-08-07 00:00:00","63","7","1","60.8469038700311"
"11715","2011-04-02 00:00:00","79","7","2","69.8271190909921"
"11716","2011-04-07 00:00:00","24","7","1","73.7674518932714"
"11717","2011-08-23 00:00:00","12","3","2","43.0533135323118"
"11718","2011-07-19 00:00:00","59","4","1","52.3072436665327"
"11719","2011-11-01 00:00:00","63","7","5","61.1543538435673"
"11720","2011-10-04 00:00:00","19","9","1","43.0539555172594"
"11721","2011-10-14 00:00:00","76","4","1","49.0397286456187"
"11722","2011-05-03 00:00:00","34","3","5","32.4940509747733"
"11723","2011-10-17 00:00:00","29","5","1","80.0554101750845"
"11724","2011-05-30 00:00:00","30","5","2","32.5952629104026"
"11725","2011-11-15 00:00:00","73","3","5","65.2504816175182"
"11726","2011-05-30 00:00:00","18","6","4","63.365903478369"
"11727","2011-12-03 00:00:00","44","8","2","84.6211296228768"
"11728","2011-03-06 00:00:00","73","3","3","39.5394406515951"
"11729","2011-06-07 00:00:00","39","9","4","71.6606775331308"
"11730","2011-08-18 00:00:00","17","7","3","43.7514879327747"
"11731","2011-07-08 00:00:00","19","9","4","36.3026626502282"
"11732","2011-04-11 00:00:00","50","4","5","51.4720553923548"
"11733","2011-10-23 00:00:00","37","9","5","50.35963178948"
"11734","2011-04-16 00:00:00","54","3","2","28.6445554677346"
"11735","2011-09-30 00:00:00","46","3","5","27.1905951611675"
"11736","2011-05-08 00:00:00","73","9","3","29.2996721312214"
"11737","2011-11-21 00:00:00","35","3","4","20.1608828576066"
"11738","2011-04-16 00:00:00","24","7","4","68.9390882360405"
"11739","2011-11-28 00:00:00","34","3","4","35.260308147047"
"11740","2011-03-10 00:00:00","89","3","3","73.3583981066965"
"11741","2011-09-09 00:00:00","1","7","3","56.8941654576465"
"11742","2011-10-29 00:00:00","91","8","3","42.2218005029809"
"11743","2011-03-24 00:00:00","74","4","5","65.6668163628008"
"11744","2011-11-09 00:00:00","44","7","4","77.903966490372"
"11745","2011-09-05 00:00:00","1","8","4","72.7305383319897"
"11746","2011-08-30 00:00:00","90","9","5","28.7819027566145"
"11747","2011-08-27 00:00:00","30","5","5","36.6037037361811"
"11748","2011-10-24 00:00:00","37","3","2","57.567472751291"
"11749","2011-03-21 00:00:00","62","3","3","43.1553451065983"
"11750","2011-11-05 00:00:00","62","3","4","78.1691630263228"
"11751","2011-05-28 00:00:00","80","1","3","26.0029228853611"
"11752","2011-04-27 00:00:00","17","8","1","74.6969025610964"
"11753","2011-05-31 00:00:00","69","5","4","20.350004350096"
"11754","2011-09-05 00:00:00","82","1","1","31.6091758595045"
"11755","2011-03-07 00:00:00","47","3","3","60.6015603647135"
"11756","2011-10-06 00:00:00","63","8","3","53.0727223606722"
"11757","2011-07-28 00:00:00","127","3","3","49.8020162245538"
"11758","2011-11-04 00:00:00","34","9","1","65.1493877785321"
"11759","2011-10-08 00:00:00","41","4","1","77.9071815622572"
"11760","2011-05-14 00:00:00","5","3","2","34.576931153004"
"11761","2011-03-21 00:00:00","34","9","2","63.9008335699167"
"11762","2011-10-07 00:00:00","2","3","4","65.0666909018296"
"11763","2011-09-22 00:00:00","40","5","4","24.602366872935"
"11764","2011-05-07 00:00:00","29","4","4","80.5929371978947"
"11765","2011-05-31 00:00:00","25","8","1","24.0145164497798"
"11766","2012-01-19 00:00:00","82","1","1","52.1467970162973"
"11767","2011-06-23 00:00:00","68","6","4","56.6383515008598"
"11768","2011-06-08 00:00:00","42","1","5","34.1789018701007"
"11769","2011-03-20 00:00:00","19","3","5","29.6742520411576"
"11770","2012-02-05 00:00:00","44","7","3","60.1923688341997"
"11771","2011-07-21 00:00:00","82","1","2","42.1864092592694"
"11772","2011-05-10 00:00:00","32","1","1","59.6359836139865"
"11773","2011-05-26 00:00:00","12","9","4","44.9600888405322"
"11774","2011-11-05 00:00:00","63","7","2","31.9811568111118"
"11775","2011-05-18 00:00:00","49","6","3","37.2458344290646"
"11776","2011-10-20 00:00:00","73","9","3","73.6037080773718"
"11777","2011-10-12 00:00:00","32","1","4","76.2499193137492"
"11778","2011-08-24 00:00:00","66","6","1","62.2080684389715"
"11779","2011-04-08 00:00:00","42","1","5","27.7737070006167"
"11780","2011-07-03 00:00:00","79","8","1","67.0000184485242"
"11781","2011-07-23 00:00:00","32","1","3","28.2554276062273"
"11782","2011-12-17 00:00:00","37","9","4","50.5199575719908"
"11783","2011-12-17 00:00:00","11","3","1","46.7855525004887"
"11784","2011-03-31 00:00:00","30","5","1","27.7216837553109"
"11785","2012-02-13 00:00:00","10","1","3","29.887596477185"
"11786","2012-02-09 00:00:00","49","6","4","59.6609717936972"
"11787","2011-04-01 00:00:00","73","9","1","28.9569208461511"
"11788","2011-05-30 00:00:00","1","7","2","82.1325605348913"
"11789","2011-05-26 00:00:00","4","9","1","32.2026982803696"
"11790","2011-06-26 00:00:00","47","3","5","27.9799117153472"
"11791","2011-06-09 00:00:00","19","9","3","62.8557047160302"
"11792","2011-05-16 00:00:00","6","8","5","60.4197430514821"
"11793","2011-07-10 00:00:00","35","3","3","52.1457029743527"
"11794","2011-09-02 00:00:00","54","3","4","54.7180892904225"
"11795","2011-05-10 00:00:00","31","9","4","28.9033870791266"
"11796","2011-12-09 00:00:00","35","3","4","74.5804162010219"
"11797","2011-05-31 00:00:00","62","3","2","77.0726116340576"
"11798","2011-10-14 00:00:00","63","7","5","27.2621037732122"
"11799","2011-07-09 00:00:00","28","5","5","78.7388919775662"
"11800","2012-02-18 00:00:00","74","4","1","47.6286607024955"
"11801","2011-12-13 00:00:00","79","8","1","53.264359416528"
"11802","2011-04-18 00:00:00","23","6","4","21.4527041738198"
"11803","2011-10-22 00:00:00","79","8","2","41.0454739511306"
"11804","2011-06-19 00:00:00","32","1","3","38.8868152920313"
"11805","2011-09-30 00:00:00","15","9","4","36.2444536040541"
"11806","2011-06-19 00:00:00","8","4","3","48.3483542589651"
"11807","2011-09-20 00:00:00","26","8","5","21.926569587126"
"11808","2011-05-26 00:00:00","40","4","3","50.1130279980554"
"11809","2011-05-23 00:00:00","40","5","4","74.3957505771869"
"11810","2011-04-07 00:00:00","75","1","1","55.3213327511589"
"11811","2011-11-20 00:00:00","23","6","2","44.6236481044028"
"11812","2011-03-24 00:00:00","35","9","5","81.2197859276652"
"11813","2011-03-28 00:00:00","82","1","5","69.4683908801511"
"11814","2012-01-18 00:00:00","73","9","3","42.66042805904"
"11815","2011-09-12 00:00:00","32","1","3","67.1277931673096"
"11816","2012-01-21 00:00:00","19","3","4","25.0252228958301"
"11817","2012-02-02 00:00:00","34","9","2","64.7496267043749"
"11818","2011-05-13 00:00:00","80","1","1","22.3712064712962"
"11819","2011-12-10 00:00:00","19","9","5","56.3136746014596"
"11820","2011-08-02 00:00:00","33","3","4","32.0090481987736"
"11821","2011-07-06 00:00:00","37","9","2","66.4322264462274"
"11822","2011-05-17 00:00:00","54","3","3","63.7666383164913"
"11823","2011-07-02 00:00:00","19","3","3","47.1927013117799"
"11824","2011-07-23 00:00:00","32","1","5","43.3446055935757"
"11825","2011-06-18 00:00:00","61","3","2","62.544765758463"
"11826","2011-05-11 00:00:00","1","8","2","33.9839505756776"
"11827","2011-07-16 00:00:00","63","8","1","65.0845106184077"
"11828","2011-07-06 00:00:00","44","8","2","36.9053123697725"
"11829","2011-04-12 00:00:00","80","1","5","56.6521787429873"
"11830","2012-02-03 00:00:00","1","7","1","29.0715175522114"
"11831","2011-07-15 00:00:00","58","8","5","37.6405145119759"
"11832","2011-04-25 00:00:00","63","7","5","33.839490168273"
"11833","2011-11-30 00:00:00","46","9","3","20.124729388668"
"11834","2011-06-21 00:00:00","91","8","4","46.8785368637345"
"11835","2012-01-14 00:00:00","56","7","3","57.2034108117255"
"11836","2011-07-15 00:00:00","37","3","3","72.9314515861789"
"11837","2011-12-18 00:00:00","24","8","5","33.3340606364534"
"11838","2011-02-03 00:00:00","37","9","5","46.190215528114"
"11839","2011-07-07 00:00:00","37","3","2","26.1555485748942"
"11840","2011-12-16 00:00:00","73","9","2","77.9321318728227"
"11841","2011-08-28 00:00:00","1","8","5","26.1341137810928"
"11842","2011-07-10 00:00:00","32","1","2","70.0075407519681"
"11843","2012-01-29 00:00:00","60","4","4","65.1943230121847"
"11844","2011-06-11 00:00:00","17","7","3","41.5179000411359"
"11845","2011-06-14 00:00:00","30","4","3","64.9451739962484"
"11846","2011-04-16 00:00:00","66","6","3","33.9043911637351"
"11847","2011-12-28 00:00:00","1","7","4","44.8125360784983"
"11848","2011-07-22 00:00:00","25","7","2","37.6060315064621"
"11849","2011-06-01 00:00:00","69","4","2","30.476939568079"
"11850","2011-05-31 00:00:00","47","3","1","81.9080651917439"
"11851","2011-06-03 00:00:00","19","9","4","45.4963493444252"
"11852","2011-06-11 00:00:00","42","1","2","70.8251008444001"
"11853","2012-01-20 00:00:00","44","7","5","51.4168439025654"
"11854","2011-09-02 00:00:00","48","1","2","45.3296452095543"
"11855","2011-07-15 00:00:00","64","3","4","21.5969374876851"
"11856","2011-04-12 00:00:00","56","7","5","68.3244300374989"
"11857","2011-07-01 00:00:00","63","8","1","54.9067934228785"
"11858","2012-03-04 00:00:00","34","9","5","41.1351212947509"
"11859","2011-05-03 00:00:00","73","3","5","69.38712281595"
"11860","2011-07-20 00:00:00","19","3","2","28.4848459123344"
"11861","2011-08-28 00:00:00","87","7","1","64.8033985710641"
